<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20240502;000000;25.73;25.821;25.263;25.456;39705000;0.558
20240503;000000;25.408;26.049;25.15;25.714;59465900;0.899
20240506;000000;25.63;25.943;25.4;25.539;39066800;0.543
20240507;000000;25.53;26.082;25.496;25.875;29776300;0.586
20240508;000000;25.965;26.81;25.906;26.704;100741600;0.904
20240510;000000;26.807;27;26.44;26.92;66324700;0.56
20240513;000000;27.063;27.3;26.883;27.038;67552800;0.417
20240514;000000;27.04;28.1;26.755;27.999;87398200;1.345
20240515;000000;28.01;29.148;28.004;28.98;144361000;1.144
20240516;000000;29;29.433;28.526;29.338;97553600;0.907
20240517;000000;29.38;29.439;28.957;29.14;76725900;0.482
20240520;000000;29.11;29.245;28.51;28.602;57128500;0.735
20240521;000000;28.51;29.852;28.31;29.829;113295900;1.542
20240522;000000;29.88;29.915;29.152;29.527;75322600;0.763
20240523;000000;29.44;29.44;28.51;28.764;122813300;0.93
20240524;000000;28.767;28.952;27.51;27.655;111157100;1.442
20240527;000000;27.701;27.766;25.865;26.091;218543600;1.901
20240528;000000;26.343;27.12;25.759;26.359;123727000;1.361
20240529;000000;26.359;26.437;25.48;26.26;86901700;0.957
20240530;000000;26.294;26.38;23.956;24.47;180626800;2.424
20240531;000000;24.55;24.77;23.701;24.538;166334800;1.069
20240603;000000;24.69;25.426;23.8;25.186;140906600;1.626
20240604;000000;25.185;25.87;24.555;25.769;114206200;1.315
20240605;000000;25.77;25.989;25.171;25.247;79352000;0.818
20240606;000000;25.174;25.7;24.901;25.215;69973600;0.799
20240607;000000;25.214;27;25.05;26.979;139453700;1.95
20240610;000000;27.307;27.59;25.71;26.191;146863800;1.88
20240611;000000;26.126;26.6;25.819;26.24;65530400;0.781
20240613;000000;24.798;26.499;24.039;26.233;72402100;2.46
20240614;000000;26.224;26.65;25.74;26.524;52568700;0.91
20240617;000000;26.659;26.755;25.53;25.84;79435100;1.225
20240618;000000;25.8;25.827;23.977;24.13;113450600;1.85
20240619;000000;24.053;24.55;23.3;24.048;180102300;1.25
20240620;000000;24.1;24.92;23.4;24.58;129616400;1.52
20240621;000000;24.67;24.76;24;24.15;46499100;0.76
20240624;000000;24.069;24.369;23.6;23.672;58840100;0.769
20240625;000000;23.67;23.977;23.437;23.736;57528700;0.54
20240626;000000;23.797;24.2;23.637;23.82;58500900;0.563
20240627;000000;23.823;23.913;23.234;23.422;63706100;0.679
20240628;000000;23.423;23.791;23.325;23.749;30510300;0.466
20240701;000000;23.75;24;23.42;23.869;42300000;0.58
20240702;000000;23.933;24.7;23.878;24.3;71195800;0.822
20240703;000000;24.242;24.42;23.512;23.521;51235700;0.908
20240704;000000;23.509;23.867;22.7;22.825;117966100;1.167
20240705;000000;22.75;23.36;22.307;22.979;115863100;1.053
20240708;000000;22.981;23.066;22.627;22.713;51986900;0.439
20240709;000000;22.715;22.8;22.3;22.545;66300800;0.5
20240710;000000;22.494;22.948;21.473;21.555;93751800;1.475
20240711;000000;21.673;22.78;21.648;22.596;73377300;1.132
20240712;000000;22.655;22.897;22;22.649;66155100;0.897
20240715;000000;22.65;22.913;21.84;22.147;53649000;1.073
20240716;000000;22.147;22.28;21.507;21.917;67172600;0.773
20240717;000000;21.402;21.65;21.154;21.288;58471300;0.496
20240718;000000;21.289;21.842;20.951;21.804;45198400;0.891
20240719;000000;21.799;22.445;21.574;22.286;38977300;0.871
20240722;000000;22.44;22.9;22.322;22.627;56726500;0.578
20240723;000000;22.68;22.987;22.533;22.615;55128100;0.454
20240724;000000;22.545;23.749;22.422;23.558;98922800;1.327
20240725;000000;23.652;23.675;23.35;23.471;45694800;0.325
20240726;000000;23.512;23.98;21.61;21.651;227957200;2.37
20240729;000000;21.59;21.59;20.284;20.37;167615300;1.306
20240730;000000;20.375;21.2;20.04;21.065;115461500;1.16
20240731;000000;21.062;21.369;20.522;21.36;84475600;0.847
20240801;000000;21.41;21.499;20.724;20.819;69181600;0.775
20240802;000000;20.775;21.18;20.524;20.929;94858800;0.656
20240805;000000;20.537;20.599;19.611;19.679;161527000;0.988
20240806;000000;19.902;20.18;19.64;19.928;80499900;0.54
20240807;000000;19.999;20.707;19.53;20.4;119846800;1.177
20240808;000000;20.406;20.638;19.761;19.929;70836700;0.877
20240809;000000;19.896;20.15;19.764;20.044;36772500;0.386
20240812;000000;20.019;20.231;19.766;20.148;43720300;0.465
20240813;000000;20.145;20.679;20.107;20.629;54331700;0.572
20240814;000000;20.684;21.062;20.094;20.196;75483800;0.968
20240815;000000;20.18;20.247;19.8;19.817;52120600;0.447
20240816;000000;19.802;20.04;19.685;19.815;46390600;0.355
20240819;000000;19.893;20.04;19.1;19.306;96007400;0.94
20240820;000000;19.336;19.484;19.014;19.024;46696800;0.47
20240821;000000;19.025;19.2;18.71;19;42827100;0.49
20240822;000000;18.992;19.19;17.11;17.935;82923600;2.08
20240823;000000;17.899;18.37;17.433;18.151;125144900;0.937
20240826;000000;18.402;19.09;18.01;18.408;82915800;1.08
20240827;000000;18.576;18.648;17.022;17.118;92273700;1.626
20240828;000000;17.111;17.116;15.45;16.059;309949600;1.666
20240829;000000;16.05;16.888;15.61;16.13;249509400;1.278
20240830;000000;16.126;16.44;15.766;16.049;113185800;0.674
20240902;000000;15.963;16.051;14.893;15.168;149740400;1.158
20240903;000000;15.166;15.6;14.407;14.752;183152200;1.193
20240904;000000;14.732;15.912;14.53;15.818;150860400;1.382
20240905;000000;15.87;16.833;15.38;16.221;247314500;1.453
20240906;000000;16.177;16.349;15.628;16.134;138170300;0.721
20240909;000000;16.21;17.359;16.119;17.3;128387000;1.24
20240910;000000;17.301;17.301;16.5;16.67;152104600;0.801
20240911;000000;16.689;16.812;15.823;15.952;126626600;0.989
20240912;000000;15.951;16.036;15.344;15.799;238402700;0.692
20240913;000000;15.7;16.54;14.65;16.54;543488400;1.89
20240916;000000;16.703;16.9;16.086;16.491;194590600;0.814
20240917;000000;16.491;16.889;16.165;16.738;136824400;0.724
20240918;000000;16.749;16.79;16.16;16.25;116764000;0.63
20240919;000000;16.181;16.495;16.004;16.226;102214900;0.491
20240920;000000;16.203;16.485;16.2;16.44;63271500;0.285
20240923;000000;16.5;16.98;16.32;16.871;128704200;0.66
20240924;000000;16.99;17.385;16.518;16.743;211023600;0.867
20240925;000000;16.7;16.83;16.04;16.26;120265600;0.79
20240926;000000;16.091;16.317;15.87;16.167;115011100;0.447
20240927;000000;16.2;16.473;15.97;16.427;72090500;0.503
20240930;000000;16.76;16.97;16.04;16.091;142621300;0.93
20241001;000000;16.002;16.214;15.7;15.801;144057300;0.514
20241002;000000;15.797;15.93;15.25;15.359;108466000;0.68
20241003;000000;15.324;15.75;15.14;15.671;113886200;0.61
20241004;000000;15.676;15.837;15.358;15.654;67442200;0.479
20241007;000000;15.606;15.65;15.302;15.461;61679400;0.348
20241008;000000;15.441;15.445;15.211;15.375;51544100;0.234
20241009;000000;15.372;15.44;15.034;15.26;57762100;0.406
20241010;000000;15.262;15.49;15.074;15.104;61808700;0.416
20241011;000000;15.07;15.436;14.866;15.329;105839700;0.57
20241014;000000;15.285;15.587;14.967;15.357;118061400;0.62
20241015;000000;15.357;15.74;15.126;15.584;83851700;0.614
20241016;000000;15.607;15.72;15.26;15.35;62019900;0.46
20241017;000000;15.356;15.399;15.146;15.158;58383600;0.253
20241018;000000;15.145;15.252;15.046;15.175;36709100;0.206
20241021;000000;15.176;15.245;14.911;15.008;36527600;0.334
20241022;000000;14.97;14.997;14.615;14.658;57906800;0.382
20241023;000000;14.656;14.664;14.032;14.08;84275700;0.632
20241024;000000;14.035;14.144;13.609;14.002;119622900;0.535
20241025;000000;14.002;14.159;13.2;13.55;375178800;0.959
20241028;000000;13.201;13.399;12.8;12.973;157784400;0.599
20241029;000000;12.975;13.249;12.66;13.038;125184000;0.589
20241030;000000;13.12;13.23;12.407;12.465;117627100;0.823
20241031;000000;12.4;12.658;11.98;12.569;200653700;0.678
20241101;000000;12.554;12.858;11.951;12.024;254127900;0.907
20241102;000000;12.002;12.578;11.883;12.529;173543300;0.695
20241105;000000;12.58;12.649;12.3;12.516;87641800;0.349
20241106;000000;13.15;13.565;12.709;12.945;456155400;0.856
20241107;000000;12.898;13.75;12.605;13.597;249567500;1.145
20241108;000000;13.716;14.526;13.305;14.481;349450100;1.221
20241111;000000;14.506;14.867;14.27;14.558;313451400;0.597
20241112;000000;14.487;14.9;14.001;14.043;234992000;0.899
20241113;000000;14;14.8;13.97;14.179;247153300;0.83
