<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20240613;000000;225.82;249.84;212.04;249.46;56353130;37.8
20240614;000000;235.41;240.87;233.21;240.1;27247750;7.66
20240617;000000;240.02;241.94;234.52;235.5;10238550;7.42
20240618;000000;235;236.16;226.81;230.1;11032510;9.35
20240619;000000;229.8;234.9;225.6;229.81;9200190;9.3
20240620;000000;229.85;233.49;226.48;231.21;9608250;7.01
20240621;000000;231.1;232.49;224.5;225;6824210;7.99
20240624;000000;224.42;227.2;219.12;220.19;10340810;8.08
20240625;000000;220.1;226.78;218.52;226.19;7741410;8.26
20240626;000000;226.79;229.01;225.5;228.28;4106650;3.51
20240627;000000;229.1;230;227;228.3;2882790;3
20240628;000000;228.5;230;227.5;229.1;2799950;2.5
20240701;000000;229.11;232.5;228.87;232.2;3344930;3.63
20240702;000000;232.2;239.8;232.2;238.3;5735280;7.6
20240703;000000;238.43;240;234.1;234.65;4474790;5.9
20240704;000000;234.65;238.75;233.58;235.79;4285330;5.17
20240705;000000;235.7;236.57;230.16;235.7;4164330;6.41
20240708;000000;236.35;238.4;231.7;232.22;3739150;6.7
20240709;000000;232.33;233.14;225.94;228.21;5920260;7.2
20240710;000000;227.8;228;220.05;221.84;7798000;7.95
20240711;000000;221;231.2;220.94;229.75;6732400;10.26
20240712;000000;230.56;231.2;223.85;227.88;5106990;7.35
20240715;000000;228.82;231.7;224.15;225.45;4388560;7.55
20240716;000000;225.74;228;223.5;226.19;4935850;4.5
20240717;000000;227.02;229;225.4;227.66;2722810;3.6
20240718;000000;227.59;229.82;226.62;228.72;2530150;3.2
20240719;000000;229.25;233.49;228.79;232.97;3921130;4.7
20240722;000000;234.83;236.5;231.71;235.77;3837100;4.79
20240723;000000;236;236.01;230.54;231.85;3968870;5.47
20240724;000000;232.02;233.51;229;232.32;3028450;4.51
20240725;000000;231.72;234.39;229.5;232.16;3361110;4.89
20240726;000000;232.16;241.5;231.81;239.36;19363140;9.69
20240729;000000;239.4;243;232.3;234.94;12355150;10.7
20240730;000000;235;236.35;232.15;233.12;6297220;4.2
20240731;000000;233.16;233.81;230;231.71;3339290;3.81
20240801;000000;231.71;234.94;228.4;229.6;4560070;6.54
20240802;000000;229.36;232.29;227.05;230.25;5101810;5.24
20240805;000000;226.9;227.84;221.22;223.13;5900720;6.62
20240806;000000;226.53;228;224.1;225.76;3156620;3.9
20240807;000000;226;227.48;222.82;226.63;3525950;4.66
20240808;000000;227.35;230.1;226.1;227.29;3263040;4
20240809;000000;227.27;227.9;225.5;226.56;1928090;2.4
20240812;000000;225.61;229.22;224;228.43;2967850;5.22
20240813;000000;228.05;229;225.12;226.45;3847560;3.88
20240814;000000;226.41;226.89;223.16;223.54;3507830;3.73
20240815;000000;223.72;225.18;221.66;223.79;3620030;3.52
20240816;000000;223.9;224.73;220.2;221.16;2506680;4.53
20240819;000000;221.16;222.95;212.41;214.47;9584880;10.54
20240820;000000;214.49;215.27;209.3;210.89;6928440;5.97
20240821;000000;211.17;212.45;207.48;209.99;4477280;4.97
20240822;000000;209.95;213.49;208.74;209.95;5045830;4.75
20240823;000000;209;210.99;203.5;205.99;6149450;7.49
