<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20231204;000000;273.59;274.95;270.52;270.96;37456310;4.43
20231205;000000;271.97;279.65;270.54;279.62;46800410;9.11
20231206;000000;279.92;280.79;266.83;267.58;99849690;13.96
20231207;000000;267.74;270.44;263.06;265.12;63509590;7.38
20231208;000000;266.01;268.23;263.72;265.16;35322130;4.51
20231211;000000;265.17;266.47;254.81;256.89;77590450;11.66
20231212;000000;256.79;262.88;255.05;257.6;63807080;7.83
20231213;000000;257.58;261.39;256.5;260.45;29760860;4.89
20231214;000000;261.4;262.75;255.58;256.64;40477500;7.17
20231215;000000;256.61;268.91;256.61;268.21;84643800;12.3
20231218;000000;268.9;270.44;266.54;268.4;51515190;3.9
20231219;000000;268.35;269.71;265;267.35;38229660;4.71
20231220;000000;267.52;269.1;266.2;266.61;30929220;2.9
20231221;000000;266.55;266.87;263.5;265.19;33214370;3.37
20231222;000000;266.07;271.9;265.37;271.3;58687300;6.53
20231225;000000;271.75;273.85;270.05;271.08;37827910;3.8
20231226;000000;271;272.89;270;271.9;22575240;2.89
20231227;000000;271.9;272.59;270.85;271.08;17191450;1.74
20231228;000000;270.99;272.48;268.52;271.74;29416450;3.96
20231229;000000;272.08;272.59;270.55;270.82;20792860;2.04
20240103;000000;271.75;274.7;271;274.56;20408560;3.7
20240104;000000;274.68;275.48;273.7;274.12;11679550;1.78
20240105;000000;274.3;274.69;272.8;273.62;9622380;1.89
20240108;000000;273.59;277;273.53;276.76;21427450;3.47
20240109;000000;276.94;278;274.71;275.28;20263120;3.29
20240110;000000;275.3;276.16;273.64;274.49;20618950;2.52
20240111;000000;274.62;275.97;274.01;275.71;19520470;1.96
20240112;000000;275.9;276.96;274.77;275.84;17608350;2.19
20240115;000000;276.3;277.73;275.21;275.96;21283290;2.52
20240116;000000;276.24;276.45;274.1;276.01;16084140;2.35
20240117;000000;276.02;279.17;275.75;278;34137100;3.42
20240118;000000;278.22;278.87;276.76;277.07;17671830;2.11
20240119;000000;277.39;277.47;273.55;274.86;28038880;3.92
20240122;000000;274.89;275.9;273.85;274.93;15050630;2.05
20240123;000000;274.69;277.26;274.31;275.9;20017040;2.95
20240124;000000;275.94;276.44;273.7;273.77;20187430;2.74
20240125;000000;274.03;274.18;271.55;272.81;24422490;2.63
20240126;000000;273.1;273.72;272.21;272.65;11102660;1.51
20240129;000000;273.05;274.95;272.7;274.05;17043130;2.25
20240130;000000;274.05;277.25;273.97;275.67;27222730;3.28
20240131;000000;275.8;276.45;275;276;12527800;1.45
20240201;000000;276.07;277.75;275.93;276.86;15941680;1.82
20240202;000000;277.01;277.3;276;276.74;12688460;1.3
20240205;000000;276.94;278.57;276.9;277.84;16017040;1.67
