<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20241011;000000;134.48;135.9;132.02;135.78;9420720;3.88
20241014;000000;135.58;141.5;133.64;141.22;14959240;7.86
20241015;000000;140.08;142.44;139.02;140.84;9745820;3.42
20241016;000000;140.42;141.42;138.1;139.52;7638370;3.32
20241017;000000;139.52;139.58;133.08;133.84;18183840;6.5
20241018;000000;133.84;134.48;128.52;130.98;21179800;5.96
20241021;000000;131.02;135.2;129.82;130.16;17039230;5.38
20241022;000000;129.94;130.26;127.88;127.96;12577250;2.38
20241023;000000;127.82;128.32;126;126.24;10585860;2.32
20241024;000000;126.24;127;123.58;125.9;19458570;3.42
20241025;000000;125.9;126.5;117.9;121.14;27070620;8.6
20241028;000000;119.98;120;115.4;117.22;15531480;4.6
20241029;000000;117.22;121.76;115.72;121.28;15420770;6.04
20241030;000000;121.36;123.08;117.54;117.68;15752630;5.54
20241031;000000;117.2;120.3;116.72;118.08;17550780;3.58
20241101;000000;118.5;120.28;117.48;120.2;13772120;2.8
20241102;000000;120.42;122;120.04;121.8;6505800;1.96
20241105;000000;121.92;125.8;121.32;125.8;12947020;4.48
20241106;000000;127.5;130.26;126.14;127.48;16314540;4.12
20241107;000000;127.48;132;125.94;130.48;12478820;6.06
20241108;000000;131.02;132;128.98;130.82;13125870;3.02
20241111;000000;131.26;135.68;131.12;135.24;16569720;4.56
20241112;000000;134.8;135.16;130.56;130.98;8277100;4.6
20241113;000000;130.5;133.88;130;130.2;8538250;3.88
20241114;000000;129.7;132.5;129.5;130.66;6800770;3
20241115;000000;130.72;134.6;129.3;134.06;9197010;5.3
20241118;000000;130.76;133.48;130;130.54;9164810;3.48
20241119;000000;130.56;130.86;125.46;126.26;10575320;5.4
20241120;000000;126.28;127.72;121.48;122.88;9197280;6.24
20241121;000000;122.94;124;119.02;123.32;12050980;4.98
20241122;000000;123.2;124.42;121.06;122.68;8335510;3.36
20241125;000000;122.6;122.64;117.3;119.16;11113050;5.34
20241126;000000;118.94;121;117.28;118.88;12031540;3.72
20241127;000000;118.98;123.9;115.82;123.88;18069340;8.08
20241128;000000;124.2;127.88;122.34;124;18097910;5.54
20241129;000000;124;127;122.56;124.56;7895320;4.44
20241202;000000;124.98;127.38;123.82;124.68;7002960;3.56
20241203;000000;124.9;124.9;121.68;123.06;2947800;3.22
