<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20241115;000000;4785;4847.5;4713.5;4822.5;157856;134
20241118;000000;4720;4770;4684.5;4685;155065;85.5
20241119;000000;4684;4697;4472;4491.5;259643;225
20241120;000000;4502.5;4569;4401;4424;278891;168
20241121;000000;4445.5;4592.5;4297;4582.5;909768;295.5
20241122;000000;4593.5;4619.5;4430;4494;531524;189.5
20241125;000000;4495;4525;4314.5;4330;337549;210.5
20241126;000000;4329.5;4385;4062;4150;708331;323
20241127;000000;4169.5;4238.5;4008;4213;631197;230.5
20241128;000000;4240.5;4324.5;4130.5;4263.5;481672;194
20241129;000000;4246;4550;4221.5;4529.5;1535498;328.5
20241202;000000;4555.5;4694;4540.5;4629;715566;153.5
20241203;000000;4635;4638;4573;4607.5;235492;65
