<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20241030;000000;6856.5;6894;6773.5;6792;907833;120.5
20241031;000000;6792.5;6869;6747;6794.5;796382;122
20241101;000000;6806;6850;6720.5;6844.5;888557;129.5
20241102;000000;6835;6865;6810;6842;381011;55
20241105;000000;6867;6920;6821;6873;511736;99
20241106;000000;6999.5;7098.5;6933.5;6996.5;1320154;165
20241107;000000;6994;7139;6950;7132;671029;189
20241108;000000;7148;7192;7061;7172;956239;131
20241111;000000;7207;7235;6995;7022.5;1552975;240
20241112;000000;7025.5;7071.5;6967;6990;690731;104.5
20241113;000000;6988;7048;6918;6925;739279;130
20241114;000000;6921.5;7013.5;6900;6932.5;871228;113.5
20241115;000000;6934.5;7037;6911;7021;505229;126
20241118;000000;6956;7008;6874;6955.5;621000;134
20241119;000000;6960;6991.5;6810;6842;866035;181.5
20241120;000000;6858;6952.5;6776;6798.5;856399;176.5
20241121;000000;6809.5;6949;6768;6938.5;1044918;181
20241122;000000;6940.5;6998;6868;6940;598068;130
20241125;000000;6946;6979;6835.5;6886.5;828582;143.5
20241126;000000;6870.5;6930;6820.5;6869.5;985809;109.5
20241127;000000;6870.5;6916.5;6770;6896.5;1480684;146.5
20241128;000000;6940;6940;6818;6905.5;1240033;122
20241129;000000;6905;6910;6832;6860.5;1298385;78
20241202;000000;6879;6880;6799;6810;1384851;81
20241203;000000;6814.5;6823;6751;6770;280671;72
