<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20241120;000000;1340;1358;1303.5;1322.5;1771306;54.5
20241121;000000;1324.5;1329.5;1254;1297.5;1625700;75.5
20241122;000000;1298.5;1303;1260;1276;850780;43
20241125;000000;1266;1268;1152.5;1157.5;2423975;115.5
20241126;000000;1152.5;1157;983.5;1001;9938972;173.5
20241127;000000;995.5;1009;885.5;987;15821598;123.5
20241128;000000;987;1038;922;984;9163412;116
20241129;000000;973;1055;959.5;1017;8339425;95.5
20241202;000000;1020.5;1052;984;997.5;3805615;68
20241203;000000;996;1001;955;966;1804178;46
